corpusId,title,year,citations,venue,tier,artifact_name,artifact_kind,source_space,task_shape,modality,n_steps,headline_result,availability,step_dependency,decomposition_known_upfront,answer_multiplicity,coverage_determinability,step_dependency__depth,decomposition_known_upfront__depth,answer_multiplicity__depth,coverage_determinability__depth,search_tools,search_tools_kind,search_tools_named,search_access,search_tools_depth,task_summary,task_phrase,task_summary_depth,link
290377250,Beyond Memory Leaderboards: Evaluating Scientific Memory as Budgeted Context Restoration,2026,0,arXiv.org,relevant,PAIM and PTr (scientific-memory benchmarks),benchmark,scientific-literature,open-ended-answer,text-web,,"On PAIM, Graphiti wins convincingly but uses 2.6M characters of retrieved context per query, and the lead disappears after controlling for retrieval budget; on PTr, sparse-dense hybrid variants of Simple RAG, Mem0, and Theoria tie for the lead within 0.03 points.",http://gitlab.com/quantellence/research/scientific-recall-bench and http://huggingface.co/datasets/quantellence/srb-data,not-determinable,not-determinable,multiple-defensible,estimable,abstract,abstract,abstract,abstract,"['local-retriever', 'structured-query']",listed,"Eight named memory/retrieval systems (including the authors' own Theoria, Mem0, Simple RAG, and others) plus a no-retrieval baseline, spanning dense embedding retrieval, optional BM25 sparse hybrid fusion, temporal knowledge-graph search, and OS-like explicit tool calls (e.g., core_memory_append, archival_memory_search in MemGPT/Letta)",fixed-corpus,fulltext,"Given a question about a set of full scientific papers, retrieve remembered evidence from a memory system and answer under a limited context budget.",research agents need to restore evidence from full scientific papers,fulltext,https://api.semanticscholar.org/CorpusId:290377250
281674601,Towards Personalized Deep Research: Benchmarks and Evaluations,2025,13,arXiv.org,in,PDR-Bench (Personalized Deep Research Bench),benchmark,mixed,synthesised-report,text-web,,,,adaptive,fully-emergent,open-ended,hard,fulltext,fulltext,abstract,abstract,"['web-search-api', 'web-browser', 'agent-choice']",partially-listed,"SerperAPI (web search), Jina Reader API (web content retrieval)",open-web,fulltext,"Given a research question paired with a user's persona and preferences, produce a research report tailored to that user.","extends beyond generic information synthesis by requiring DRAs to adapt retrieval, reasoning and reporting to user personas",fulltext,https://api.semanticscholar.org/CorpusId:281674601
288253501,Towards Recursive Self-Evolving Agentic Literature Retrieval,2026,0,,relevant,PaSaMaster-Bench,benchmark,scientific-literature,ranked-list,text-web,,"PaSaMaster achieves a 16.5x higher F1-score than Google Scholar and a 37.8% higher F1-score than GPT-5.2 at about 1% of the cost, while reducing source hallucination from 32.66% in generative LLMs to zero",https://github.com/sjtu-sai-agents/PaSaMaster,adaptive,fully-emergent,set-valued,estimable,abstract,abstract,abstract,abstract,"['local-retriever', 'domain-api', 'web-search-api']",listed,"PaSaMaster's own operator toolset splits into retrieval tools (Semantic Direct Retrieval, Citation Network Expansion, and Web-to-Repository Verification over a customized scientific corpus) and reading tools (metadata/abstract/evidence-chunk lookup); baseline generative LLMs are instead equipped with generic Search and Visit tools to browse the open web",mixed,fulltext,"Given a complex research query, iteratively retrieve and verify real papers, then rank them by evidence-grounded relevance without fabricating citations.","We introduce PaSaMaster, a Recursive Self-Evolving agentic literature retrieval system that iteratively analyzes intent, retrieves verified papers and ranks them with evidence-grounded relevance scores.",fulltext,https://api.semanticscholar.org/CorpusId:288253501
282057825,PaperArena: An Evaluation Benchmark for Tool-Augmented Agentic Reasoning on Scientific Literature,2025,17,arXiv.org,in,PaperArena,benchmark,scientific-literature,single-fact-answer,multimodal-mixed,,"The leading LLM within a well-established agentic workflow achieves only 38.78% average accuracy, dropping to 18.47% on the hard subset.",,mixed,partially-emergent,single-verifiable,hard,abstract,abstract,abstract,fulltext,"['web-search-api', 'local-retriever', 'file-reader', 'multimodal-viewer', 'code-execution', 'structured-query', 'domain-api']",listed,"web searcher, cross-ref searcher, pdf parser, context retriever, figure/table analyzers, code executor, and database querier (PaperArena-Hub)",mixed,fulltext,"Given a research question spanning multiple papers, plan tool use to gather cross-paper evidence and produce a grounded answer.","Given a research question, agents should formulate a reasoning plan, interact with multiple papers, and invoke appropriate tools to produce a well-grounded answer.",fulltext,https://api.semanticscholar.org/CorpusId:282057825
282388822,PaperAsk: A Benchmark for Reliability Evaluation of LLMs in Paper Search and Reading,2025,2,The Web Conference,in,PaperAsk,benchmark,mixed,mixed-battery,text-web,,"citation retrieval fails in 48-98% of multi-reference queries; content extraction fails in 72-91% of cases; paper discovery F1 below 0.32, missing over 60% of relevant literature (models: GPT-4o, GPT-5, Gemini-2.5-Flash)",https://github.com/wuyoscar/PaperAsk,independent,enumerable-at-start,set-valued,knowable,fulltext,fulltext,abstract,abstract,"['web-search-api', 'web-browser']",listed,"ChatGPT's built-in search (opaque web interface) and Gemini's Google Search grounding for the main study; for the controlled follow-up, OpenAI's integrated native web search tool vs. Google Serper API with separate retrieval and fetch functions",open-web,fulltext,"Given a paper-related query, retrieve citations, extract sections, find related papers, or verify a claim using a real search-augmented LLM interface.","citation retrieval, content extraction, paper discovery, and claim verification",fulltext,https://api.semanticscholar.org/CorpusId:282388822
287432552,PaperScope: A Multi-Modal Multi-Document Benchmark for Agentic Deep Research Across Massive Scientific Papers,2026,1,Annual Meeting of the Association for Computational Linguistics,in,PaperScope,benchmark,scientific-literature,mixed-battery,multimodal-mixed,,Even advanced systems such as OpenAI Deep Research and Tongyi Deep Research achieve limited scores (no specific numeric figure given in the abstract).,,fixed-chain,fully-emergent,single-verifiable,hard,abstract,abstract,fulltext,abstract,"['local-retriever', 'file-reader', 'multimodal-viewer']",listed,Local FileSearch (semantic retrieval via Ops-MM embedding model) and Local FileVisit (returns high-resolution images and structured PDF-Markdown content); an ablation also tests a commercial Bocha web-search API tool,fixed-corpus,fulltext,"Given a research question, retrieve and reason across multiple scientific papers' text, tables, and figures to produce one grounded answer.","Scientific papers are inherently multi-modal, and solving complex scientific problems demands retrieving, reasoning, and synthesizing information across multiple documents that span text, tables, figures, formulas, and algorithms.",fulltext,https://api.semanticscholar.org/CorpusId:287432552
289626742,When Web Agents Finish but Still Fail: Reproducible Triggers and Trace Diagnostics for Parallel Web Exploration,2026,0,arXiv.org,in,Parallel WebBench,benchmark,open-web,structured-record,text-web,,"Best GRPO model improves completion from 50.7% (WebExplorer-8B baseline) to 96.0%, and element-wise F1 from 0.2489 to 0.4529, but binary accuracy remains far below completion.",,independent,partially-emergent,set-valued,hard,abstract,fulltext,abstract,abstract,"['web-browser', 'web-search-api']",listed,WebWalker-style scaffold with a single visit_page tool; WebExplorer-style scaffold with search and browse tools using Jina Reader-style page extraction,open-web,fulltext,"Given a root URL and question with several sub-goals, browse and search live web pages to retrieve and combine multiple facts into one structured answer.","Parallel WebBench targets parallel web exploration, where multiple subgoals must be retrieved and synthesized into a single structured answer.",fulltext,https://api.semanticscholar.org/CorpusId:289626742
288013522,Partial Evidence Bench: Benchmarking Authorization-Limited Evidence in Agentic Systems,2026,3,arXiv.org,in,Partial Evidence Bench,benchmark,enterprise-documents,structured-record,text-web,,"Not a single leaderboard number; headline qualitative result is that 'silent filtering is catastrophically unsafe across all shipped families' for checked-in baselines, while explicit fail-and-report behavior eliminates unsafe completeness; no specific model named.",,not-determinable,not-determinable,single-verifiable,knowable,fulltext,fulltext,abstract,abstract,[],not-listed,,fixed-corpus,fulltext,"Given an enterprise query with only partial, permission-limited document access, answer correctly and flag whether the answer might be missing material evidence.","whether it can recognize when its answer is incomplete because relevant evidence lies outside the caller's authorization boundary, and whether it can report that incompleteness explicitly enough to be operationally useful",fulltext,https://api.semanticscholar.org/CorpusId:288013522
286974321,PeopleSearchBench: A Multi-Dimensional Benchmark for Evaluating AI-Powered People Search Platforms,2026,2,arXiv.org,relevant,PeopleSearchBench,benchmark,open-web,ranked-list,text-web,,"Lessie achieves the strongest overall score of 65.2, 18.5% higher than the second-ranked system, and is the only system with 100% task completion across all 119 queries; no human baseline given.",https://github.com/LessieAI/people-search-bench,independent,enumerable-at-start,set-valued,estimable,abstract,abstract,abstract,abstract,"['agent-choice', 'web-search-api']",listed,"four people-search platforms evaluated as black boxes (including Lessie, a specialized AI people-search agent), each using its own undisclosed search technology; the benchmark's own Criteria-Grounded Verification pipeline separately uses live web search to check factual criteria",open-web,abstract,"Given a recruiting, sales, expert, or influencer query, find and rank real people online who match specific verifiable criteria.","an open-source benchmark that evaluates four people search platforms on 119 real-world queries among four distinct scenarios: corporate recruiting, B2B sales prospecting, expert search with deterministic answers, and influencer/KOL discovery",abstract,https://api.semanticscholar.org/CorpusId:286974321
289624644,Deep Research in Physical Sciences: A Multi-Agent Framework and Comprehensive Benchmark,2026,2,,relevant,PhySciBench,benchmark,mixed,single-fact-answer,text-web,,"even the strongest baseline, Gemini Deep Research, achieves an accuracy of only 33.5%",,fixed-chain,not-determinable,single-verifiable,hard,abstract,abstract,abstract,abstract,"['multimodal-viewer', 'code-execution', 'file-reader']",partially-listed,sandboxed (Docker) code execution for Code Generation tasks; multimodal figure/document parsing for Multimodal QA and Structured Information Extraction; DelveAgent's Worker/Planner framework built on Youtu-Agent and OWL codebases with a dual-granularity memory; items solvable via general web search were explicitly excluded from the benchmark,mixed,fulltext,"Given physics/chemistry figures, texts, and data, extract information, reason across evidence, and produce experimental designs or working code.","PhySciBench comprehensively covers three cognitive stages: information extraction, scientific understanding, and application and creation, thereby fully capturing the end-to-end workflow through which deep research agents empower the physical sciences",fulltext,https://api.semanticscholar.org/CorpusId:289624644
